user_id,variant,impression,conversion
user_1197,A,1,0
user_0113,A,1,1
user_1502,C,1,0
user_2230,C,1,1
user_0406,A,1,1
user_1182,A,1,0
user_2565,C,1,1
user_2359,C,1,0
user_0740,A,1,1
user_2010,C,1,1
user_0601,A,1,1
user_1173,A,1,1
user_0940,A,1,1
user_0690,A,1,0
user_0214,A,1,1
user_0160,A,1,1
user_1430,C,1,1
user_2578,C,1,1
user_0273,A,1,0
user_1570,C,1,1
user_0698,A,1,0
user_0775,A,1,1
user_0401,A,1,1
user_2027,C,1,1
user_2162,C,1,1
user_2501,C,1,0
user_2345,C,1,1
user_1433,C,1,0
user_0376,A,1,1
user_1918,C,1,1
user_1669,C,1,1
user_1732,C,1,1
user_0544,A,1,1
user_0312,A,1,1
user_2155,C,1,1
user_2389,C,1,1
user_0420,A,1,1
user_0748,A,1,1
user_0310,A,1,0
user_1212,A,1,1
user_0021,A,1,0
user_1391,C,1,1
user_1839,C,1,1
user_1676,C,1,1
user_1939,C,1,0
user_0743,A,1,1
user_1275,A,1,1
user_0636,A,1,1
user_0857,A,1,0
user_1046,A,1,1
user_2405,C,1,1
user_0946,A,1,1
user_0400,A,1,1
user_2040,C,1,1
user_0548,A,1,1
user_0656,A,1,1
user_0977,A,1,1
user_0694,A,1,0
user_1412,C,1,1
user_1575,C,1,1
user_0930,A,1,1
user_2249,C,1,1
user_0634,A,1,1
user_1093,A,1,0
user_2170,C,1,0
user_2125,C,1,1
user_0123,A,1,0
user_2140,C,1,1
user_0126,A,1,1
user_1116,A,1,0
user_1102,A,1,1
user_1908,C,1,1
user_2002,C,1,1
user_1338,C,1,1
user_0631,A,1,0
user_1686,C,1,1
user_2031,C,1,1
user_1922,C,1,1
user_1265,A,1,1
user_1143,A,1,1
user_2193,C,1,0
user_2215,C,1,1
user_1535,C,1,0
user_0704,A,1,1
user_1684,C,1,0
user_2356,C,1,0
user_0726,A,1,0
user_0800,A,1,0
user_2452,C,1,1
user_2480,C,1,1
user_0591,A,1,0
user_1352,C,1,1
user_2197,C,1,1
user_0809,A,1,1
user_1243,A,1,1
user_1111,A,1,1
user_1848,C,1,1
user_1994,C,1,0
user_2352,C,1,1
user_0867,A,1,1
user_1098,A,1,1
user_0718,A,1,1
user_2412,C,1,1
user_1336,C,1,1
user_1663,C,1,1
user_1049,A,1,0
user_1797,C,1,1
user_0341,A,1,0
user_0896,A,1,1
user_0152,A,1,0
user_1434,C,1,1
user_1737,C,1,0
user_1993,C,1,1
user_1138,A,1,1
user_2579,C,1,1
user_1997,C,1,1
user_0331,A,1,0
user_0675,A,1,0
user_1809,C,1,1
user_0015,A,1,0
user_0749,A,1,1
user_0396,A,1,1
user_2600,C,1,1
user_0958,A,1,1
user_2089,C,1,1
user_2122,C,1,1
user_2107,C,1,1
user_1280,A,1,0
user_0560,A,1,1
user_2092,C,1,0
user_1445,C,1,1
user_0554,A,1,0
user_1027,A,1,1
user_0043,A,1,1
user_2268,C,1,0
user_0289,A,1,1
user_0014,A,1,1
user_0803,A,1,1
user_2354,C,1,1
user_0381,A,1,0
user_2431,C,1,1
user_1081,A,1,1
user_1741,C,1,1
user_1171,A,1,1
user_1652,C,1,1
user_0921,A,1,0
user_0538,A,1,0
user_1255,A,1,0
user_1934,C,1,1
user_2594,C,1,1
user_1156,A,1,1
user_0449,A,1,0
user_0961,A,1,0
user_1671,C,1,1
user_0546,A,1,0
user_0902,A,1,1
user_0301,A,1,0
user_1085,A,1,1
user_0681,A,1,0
user_0390,A,1,0
user_0996,A,1,1
user_2137,C,1,0
user_2060,C,1,0
user_0163,A,1,1
user_2173,C,1,1
user_0783,A,1,0
user_2357,C,1,1
user_2135,C,1,1
user_1136,A,1,1
user_0582,A,1,0
user_1851,C,1,1
user_1351,C,1,1
user_0413,A,1,0
user_0503,A,1,1
user_0963,A,1,0
user_0673,A,1,0
user_0384,A,1,1
user_0875,A,1,0
user_1576,C,1,0
user_0479,A,1,0
user_0404,A,1,0
user_2287,C,1,1
user_1786,C,1,1
user_0683,A,1,1
user_0623,A,1,1
user_0799,A,1,1
user_1244,A,1,1
user_1674,C,1,0
user_0438,A,1,0
user_0512,A,1,1
user_2525,C,1,1
user_0333,A,1,0
user_2225,C,1,1
user_0453,A,1,1
user_1837,C,1,1
user_0311,A,1,0
user_0555,A,1,0
user_1861,C,1,0
user_1916,C,1,1
user_0874,A,1,1
user_0177,A,1,1
user_1998,C,1,1
user_0286,A,1,0
user_1743,C,1,1
user_0695,A,1,0
user_0757,A,1,1
user_2394,C,1,1
user_0729,A,1,1
user_1192,A,1,1
user_2567,C,1,1
user_1037,A,1,1
user_1345,C,1,0
user_1008,A,1,1
user_1183,A,1,1
user_0031,A,1,0
user_0933,A,1,1
user_1191,A,1,0
user_1106,A,1,0
user_1694,C,1,1
user_0025,A,1,0
user_1384,C,1,0
user_1193,A,1,1
user_0129,A,1,0
user_1844,C,1,1
user_0540,A,1,1
user_1089,A,1,1
user_1673,C,1,0
user_1959,C,1,1
user_1577,C,1,0
user_0323,A,1,0
user_1751,C,1,1
user_0917,A,1,0
user_1950,C,1,0
user_1104,A,1,0
user_2237,C,1,1
user_2314,C,1,0
user_2070,C,1,0
user_0850,A,1,0
user_2043,C,1,1
user_2152,C,1,1
user_2288,C,1,1
user_0919,A,1,0
user_0285,A,1,1
user_0501,A,1,0
user_0139,A,1,0
user_1722,C,1,1
user_1819,C,1,0
user_1936,C,1,0
user_0686,A,1,1
user_1602,C,1,1
user_1876,C,1,1
user_0589,A,1,1
user_1766,C,1,1
user_2191,C,1,0
user_1799,C,1,1
user_1985,C,1,1
user_1701,C,1,1
user_0471,A,1,1
user_1251,A,1,1
user_1805,C,1,0
user_2546,C,1,1
user_2174,C,1,0
user_1912,C,1,1
user_0504,A,1,1
user_1404,C,1,0
user_0188,A,1,1
user_0176,A,1,1
user_0784,A,1,1
user_1510,C,1,1
user_0907,A,1,0
user_1029,A,1,1
user_1090,A,1,1
user_2368,C,1,1
user_0807,A,1,1
user_2178,C,1,0
user_1536,C,1,1
user_2595,C,1,1
user_0167,A,1,1
user_1215,A,1,0
user_0888,A,1,1
user_1456,C,1,0
user_0108,A,1,1
user_1637,C,1,1
user_0806,A,1,1
user_1013,A,1,1
user_0628,A,1,1
user_0469,A,1,0
user_0585,A,1,0
user_1628,C,1,1
user_1464,C,1,1
user_2124,C,1,1
user_0929,A,1,0
user_1099,A,1,1
user_1973,C,1,0
user_2063,C,1,1
user_0441,A,1,0
user_0925,A,1,0
user_1051,A,1,0
user_0816,A,1,1
user_1850,C,1,1
user_2553,C,1,1
user_1432,C,1,1
user_1734,C,1,1
user_1935,C,1,1
user_0731,A,1,1
user_0028,A,1,1
user_1738,C,1,1
user_1361,C,1,1
user_2500,C,1,0
user_0114,A,1,1
user_2106,C,1,0
user_0876,A,1,0
user_2588,C,1,1
user_1721,C,1,1
user_1877,C,1,0
user_0252,A,1,0
user_0141,A,1,1
user_0445,A,1,0
user_2182,C,1,1
user_1549,C,1,0
user_0452,A,1,0
user_1969,C,1,1
user_0480,A,1,0
user_0753,A,1,1
user_1983,C,1,1
user_1872,C,1,0
user_0247,A,1,1
user_0435,A,1,1
user_0022,A,1,0
user_1891,C,1,1
user_2416,C,1,1
user_1363,C,1,0
user_0004,A,1,1
user_1600,C,1,1
user_0960,A,1,0
user_0947,A,1,0
user_1084,A,1,1
user_1859,C,1,0
user_0537,A,1,1
user_0062,A,1,0
user_0055,A,1,0
user_0671,A,1,1
user_2531,C,1,1
user_2189,C,1,1
user_0317,A,1,1
user_1640,C,1,1
user_2000,C,1,1
user_0428,A,1,1
user_1362,C,1,0
user_1370,C,1,0
user_1069,A,1,1
user_2242,C,1,0
user_2248,C,1,1
user_0124,A,1,1
user_1992,C,1,1
user_1730,C,1,1
user_0710,A,1,1
user_0378,A,1,1
user_2382,C,1,1
user_2415,C,1,1
user_2194,C,1,1
user_0477,A,1,1
user_2293,C,1,0
user_1223,A,1,0
user_0485,A,1,0
user_0725,A,1,0
user_1519,C,1,1
user_2102,C,1,1
user_1511,C,1,1
user_2410,C,1,0
user_0707,A,1,0
user_1483,C,1,1
user_1350,C,1,1
user_2210,C,1,1
user_2385,C,1,1
user_2167,C,1,1
user_1961,C,1,1
user_0255,A,1,0
user_0724,A,1,1
user_1619,C,1,1
user_0574,A,1,0
user_0423,A,1,1
user_1367,C,1,0
user_1330,C,1,0
user_2512,C,1,1
user_2388,C,1,1
user_0070,A,1,1
user_2110,C,1,0
user_2284,C,1,1
user_2478,C,1,1
user_1613,C,1,1
user_0472,A,1,1
user_0470,A,1,1
user_2390,C,1,1
user_1974,C,1,1
user_0992,A,1,1
user_0387,A,1,1
user_1129,A,1,1
user_0998,A,1,1
user_2338,C,1,1
user_1201,A,1,0
user_0120,A,1,1
user_1713,C,1,1
user_2138,C,1,1
user_1442,C,1,0
user_2515,C,1,0
user_2247,C,1,1
user_0519,A,1,1
user_0417,A,1,1
user_2425,C,1,1
user_0832,A,1,1
user_2566,C,1,1
user_1500,C,1,0
user_2361,C,1,0
user_1555,C,1,1
user_1580,C,1,0
user_2220,C,1,1
user_2587,C,1,1
user_0357,A,1,0
user_2544,C,1,1
user_1633,C,1,0
user_0883,A,1,1
user_0723,A,1,0
user_1091,A,1,0
user_2069,C,1,1
user_2264,C,1,0
user_1869,C,1,1
user_0405,A,1,0
user_0844,A,1,0
user_1422,C,1,1
user_1240,A,1,1
user_0089,A,1,1
user_0793,A,1,0
user_2492,C,1,0
user_0877,A,1,1
user_1467,C,1,0
user_2130,C,1,0
user_0174,A,1,0
user_1423,C,1,0
user_2484,C,1,0
user_2550,C,1,1
user_1063,A,1,1
user_1989,C,1,1
user_0293,A,1,0
user_1740,C,1,1
user_1523,C,1,0
user_1622,C,1,0
user_0450,A,1,1
user_0507,A,1,1
user_2233,C,1,1
user_0059,A,1,1
user_1843,C,1,1
user_2320,C,1,0
user_2395,C,1,1
user_0394,A,1,1
user_0039,A,1,0
user_2371,C,1,1
user_0983,A,1,1
user_2481,C,1,1
user_1521,C,1,1
user_0066,A,1,0
user_0091,A,1,1
user_1557,C,1,1
user_0742,A,1,0
user_1057,A,1,1
user_1904,C,1,1
user_1764,C,1,1
user_1928,C,1,0
user_1778,C,1,1
user_0054,A,1,0
user_1800,C,1,1
user_1561,C,1,1
user_1661,C,1,0
user_1295,A,1,1
user_1296,A,1,1
user_1489,C,1,1
user_0871,A,1,1
user_1921,C,1,0
user_1227,A,1,0
user_1380,C,1,1
user_2286,C,1,1
user_1910,C,1,1
user_2142,C,1,1
user_0664,A,1,1
user_1082,A,1,1
user_0650,A,1,1
user_2160,C,1,0
user_0569,A,1,0
user_2324,C,1,1
user_2583,C,1,0
user_2032,C,1,1
user_2358,C,1,1
user_0571,A,1,0
user_2224,C,1,1
user_1327,C,1,1
user_0209,A,1,1
user_0882,A,1,1
user_1806,C,1,1
user_1593,C,1,1
user_2145,C,1,1
user_1733,C,1,0
user_1026,A,1,0
user_0549,A,1,0
user_1754,C,1,1
user_0260,A,1,0
user_0600,A,1,0
user_1980,C,1,1
user_0159,A,1,1
user_1679,C,1,1
user_1943,C,1,0
user_0669,A,1,1
user_1707,C,1,0
user_2061,C,1,1
user_1292,A,1,1
user_1286,A,1,0
user_0533,A,1,1
user_2334,C,1,1
user_1796,C,1,1
user_0592,A,1,1
user_2180,C,1,1
user_1703,C,1,1
user_0194,A,1,0
user_0264,A,1,1
user_0419,A,1,0
user_0901,A,1,0
user_1627,C,1,1
user_0747,A,1,0
user_2184,C,1,0
user_0239,A,1,1
user_0489,A,1,1
user_0261,A,1,0
user_2234,C,1,1
user_0436,A,1,1
user_1133,A,1,1
user_1190,A,1,1
user_0891,A,1,0
user_2098,C,1,0
user_2360,C,1,1
user_1325,C,1,0
user_1119,A,1,1
user_0440,A,1,0
user_0543,A,1,1
user_0771,A,1,0
user_0380,A,1,0
user_1028,A,1,0
user_1762,C,1,0
user_2597,C,1,1
user_0837,A,1,0
user_0002,A,1,1
user_0900,A,1,1
user_1953,C,1,1
user_2420,C,1,1
user_0732,A,1,0
user_0741,A,1,0
user_1283,A,1,0
user_1427,C,1,1
user_1073,A,1,0
user_0545,A,1,1
user_1571,C,1,0
user_1714,C,1,0
user_2103,C,1,1
user_0488,A,1,0
user_0182,A,1,0
user_1543,C,1,1
user_1937,C,1,0
user_1068,A,1,1
user_2585,C,1,0
user_1011,A,1,0
user_1794,C,1,0
user_2487,C,1,0
user_1474,C,1,0
user_0017,A,1,1
user_1279,A,1,0
user_0136,A,1,1
user_1977,C,1,0
user_2429,C,1,0
user_0787,A,1,0
user_0071,A,1,1
user_0777,A,1,0
user_2383,C,1,0
user_0465,A,1,1
user_0351,A,1,0
user_1250,A,1,0
user_0172,A,1,1
user_2355,C,1,1
user_1553,C,1,1
user_0863,A,1,0
user_0639,A,1,1
user_1334,C,1,1
user_0597,A,1,0
user_0147,A,1,1
user_1987,C,1,1
user_0774,A,1,1
user_0856,A,1,0
user_1055,A,1,0
user_2482,C,1,1
user_0483,A,1,1
user_1587,C,1,1
user_1731,C,1,1
user_1546,C,1,0
user_2035,C,1,0
user_2569,C,1,1
user_1364,C,1,1
user_2177,C,1,1
user_2258,C,1,1
user_1712,C,1,0
user_0653,A,1,0
user_0578,A,1,1
user_0614,A,1,1
user_2318,C,1,1
user_2273,C,1,1
user_1477,C,1,0
user_1833,C,1,0
user_0171,A,1,0
user_0058,A,1,0
user_1076,A,1,0
user_1787,C,1,0
user_0838,A,1,1
user_2430,C,1,0
user_2476,C,1,1
user_2008,C,1,0
user_2159,C,1,1
user_1469,C,1,0
user_0588,A,1,0
user_1768,C,1,0
user_2547,C,1,1
user_2059,C,1,1
user_1698,C,1,1
user_2200,C,1,1
user_0663,A,1,0
user_1651,C,1,1
user_0906,A,1,1
user_2445,C,1,0
user_1761,C,1,1
user_0491,A,1,1
user_1582,C,1,0
user_1595,C,1,1
user_2099,C,1,1
user_2561,C,1,1
user_0991,A,1,1
user_0425,A,1,1
user_1041,A,1,0
user_1155,A,1,0
user_0122,A,1,1
user_1269,A,1,1
user_2455,C,1,0
user_1710,C,1,0
user_1354,C,1,0
user_0192,A,1,1
user_1368,C,1,1
user_1984,C,1,0
user_1321,C,1,0
user_0659,A,1,1
user_2187,C,1,1
user_1729,C,1,1
user_0236,A,1,1
user_1299,A,1,1
user_1043,A,1,0
user_2050,C,1,0
user_0885,A,1,0
user_0007,A,1,0
user_1791,C,1,1
user_1365,C,1,0
user_2007,C,1,0
user_2434,C,1,1
user_0362,A,1,1
user_1180,A,1,1
user_2023,C,1,1
user_0893,A,1,1
user_0824,A,1,0
user_0258,A,1,1
user_2176,C,1,0
user_1955,C,1,1
user_1956,C,1,1
user_1124,A,1,0
user_0895,A,1,1
user_2327,C,1,1
user_1418,C,1,1
user_1574,C,1,1
user_2042,C,1,0
user_1840,C,1,0
user_2367,C,1,1
user_0909,A,1,1
user_1139,A,1,0
user_0760,A,1,1
user_1516,C,1,0
user_0649,A,1,1
user_2575,C,1,1
user_0721,A,1,1
user_2483,C,1,1
user_0332,A,1,1
user_0665,A,1,0
user_1544,C,1,1
user_0048,A,1,1
user_0466,A,1,1
user_1487,C,1,1
user_2094,C,1,1
user_1653,C,1,0
user_1954,C,1,1
user_0531,A,1,1
user_0212,A,1,0
user_0685,A,1,1
user_0044,A,1,1
user_2252,C,1,1
user_0379,A,1,1
user_1814,C,1,1
user_0065,A,1,0
user_1558,C,1,1
user_2491,C,1,0
user_0780,A,1,1
user_0225,A,1,1
user_1821,C,1,1
user_0942,A,1,1
user_1860,C,1,0
user_0750,A,1,1
user_1177,A,1,1
user_1378,C,1,0
user_1946,C,1,1
user_0865,A,1,1
user_1316,C,1,1
user_0184,A,1,1
user_2549,C,1,1
user_0943,A,1,0
user_1254,A,1,0
user_0527,A,1,0
user_1522,C,1,1
user_0170,A,1,1
user_0701,A,1,0
user_1690,C,1,1
user_1607,C,1,1
user_2453,C,1,0
user_1420,C,1,1
user_1126,A,1,1
user_1231,A,1,1
user_1862,C,1,1
user_0373,A,1,0
user_1505,C,1,0
user_0093,A,1,0
user_2437,C,1,1
user_1282,A,1,1
user_2516,C,1,1
user_2424,C,1,1
user_1001,A,1,1
user_1163,A,1,0
user_0948,A,1,1
user_2049,C,1,1
user_1110,A,1,1
user_0229,A,1,1
user_2541,C,1,1
user_1498,C,1,1
user_1170,A,1,1
user_1080,A,1,1
user_0670,A,1,1
user_2495,C,1,0
user_2078,C,1,1
user_1517,C,1,1
user_1159,A,1,0
user_2332,C,1,1
user_0038,A,1,0
user_1103,A,1,1
user_1040,A,1,1
user_1377,C,1,1
user_2116,C,1,1
user_0593,A,1,1
user_1235,A,1,0
user_2530,C,1,0
user_0032,A,1,0
user_0647,A,1,0
user_2497,C,1,0
user_0870,A,1,1
user_1894,C,1,1
user_1856,C,1,1
user_2488,C,1,0
user_1315,C,1,1
user_0079,A,1,1
user_1646,C,1,1
user_1179,A,1,0
user_0752,A,1,0
user_0270,A,1,1
user_2084,C,1,1
user_1825,C,1,0
user_2067,C,1,1
user_0144,A,1,0
user_1665,C,1,1
user_2339,C,1,0
user_2281,C,1,1
user_1691,C,1,0
user_1164,A,1,1
user_0622,A,1,1
user_0662,A,1,1
user_2374,C,1,1
user_1397,C,1,0
user_2280,C,1,1
user_2438,C,1,1
user_0313,A,1,1
user_1187,A,1,0
user_0368,A,1,0
user_2195,C,1,1
user_2591,C,1,0
user_2350,C,1,1
user_2240,C,1,0
user_0340,A,1,1
user_1639,C,1,1
user_0696,A,1,0
user_2228,C,1,1
user_0369,A,1,1
user_0861,A,1,0
user_2387,C,1,0
user_1882,C,1,1
user_2490,C,1,1
user_2079,C,1,1
user_0730,A,1,0
user_1348,C,1,0
user_1290,A,1,1
user_1562,C,1,1
user_1044,A,1,1
user_1310,C,1,1
user_0173,A,1,1
user_1846,C,1,0
user_2052,C,1,0
user_1747,C,1,0
user_2081,C,1,1
user_1479,C,1,1
user_2259,C,1,1
user_0157,A,1,1
user_0599,A,1,1
user_0711,A,1,0
user_1532,C,1,0
user_2120,C,1,1
user_1506,C,1,1
user_1645,C,1,1
user_1178,A,1,1
user_2323,C,1,1
user_1897,C,1,1
user_1492,C,1,1
user_0922,A,1,0
user_0072,A,1,0
user_0635,A,1,1
user_2328,C,1,0
user_2018,C,1,1
user_0241,A,1,1
user_2505,C,1,1
user_1408,C,1,1
user_0132,A,1,1
user_0366,A,1,1
user_1369,C,1,1
user_2274,C,1,1
user_0499,A,1,1
user_0595,A,1,1
user_0744,A,1,0
user_0203,A,1,0
user_1948,C,1,1
user_0257,A,1,1
user_2555,C,1,1
user_1014,A,1,1
user_1213,A,1,0
user_0075,A,1,0
user_1006,A,1,1
user_1224,A,1,1
user_2472,C,1,1
user_2275,C,1,0
user_2414,C,1,1
user_0770,A,1,0
user_0872,A,1,0
user_0056,A,1,0
user_2340,C,1,1
user_2205,C,1,1
user_0819,A,1,0
user_1697,C,1,1
user_1841,C,1,1
user_0118,A,1,0
user_0199,A,1,0
user_2036,C,1,1
user_1584,C,1,1
user_0632,A,1,1
user_1482,C,1,1
user_1184,A,1,0
user_0165,A,1,0
user_0292,A,1,0
user_2426,C,1,1
user_2039,C,1,1
user_1975,C,1,0
user_0431,A,1,1
user_0625,A,1,1
user_2304,C,1,0
user_0808,A,1,1
user_2469,C,1,1
user_0086,A,1,1
user_1281,A,1,1
user_0290,A,1,1
user_0023,A,1,1
user_1614,C,1,0
user_1589,C,1,1
user_0296,A,1,1
user_1203,A,1,1
user_2421,C,1,1
user_0280,A,1,0
user_1141,A,1,0
user_0321,A,1,0
user_1815,C,1,1
user_0064,A,1,0
user_2427,C,1,1
user_2407,C,1,1
user_1447,C,1,1
user_2172,C,1,1
user_0178,A,1,1
user_0618,A,1,1
user_0594,A,1,0
user_1864,C,1,1
user_1030,A,1,1
user_1448,C,1,0
user_0149,A,1,1
user_1301,C,1,0
user_2557,C,1,1
user_0013,A,1,1
user_0243,A,1,1
user_0798,A,1,0
user_0035,A,1,1
user_1346,C,1,1
user_1358,C,1,1
user_2542,C,1,0
user_2141,C,1,1
user_2015,C,1,0
user_0835,A,1,0
user_1704,C,1,1
user_1927,C,1,0
user_2459,C,1,0
user_0516,A,1,0
user_1811,C,1,1
user_1915,C,1,1
user_0151,A,1,0
user_2396,C,1,1
user_2051,C,1,1
user_2277,C,1,1
user_1746,C,1,0
user_2479,C,1,1
user_2112,C,1,0
user_0148,A,1,0
user_2030,C,1,1
user_2474,C,1,1
user_1262,A,1,1
user_0869,A,1,1
user_1452,C,1,1
user_0432,A,1,1
user_1896,C,1,1
user_1854,C,1,0
user_1592,C,1,0
user_0197,A,1,1
user_0169,A,1,1
user_1658,C,1,1
user_1366,C,1,1
user_1883,C,1,0
user_2343,C,1,1
user_2207,C,1,0
user_0997,A,1,1
user_1117,A,1,1
user_2309,C,1,1
user_1054,A,1,1
user_0768,A,1,0
user_1059,A,1,0
user_2467,C,1,0
user_0580,A,1,0
user_1107,A,1,0
user_0526,A,1,0
user_0791,A,1,0
user_0233,A,1,1
user_1188,A,1,0
user_1920,C,1,1
user_1226,A,1,1
user_0500,A,1,1
user_1753,C,1,1
user_0913,A,1,1
user_1383,C,1,1
user_0235,A,1,1
user_1816,C,1,0
user_2108,C,1,0
user_2436,C,1,1
user_0448,A,1,1
user_2025,C,1,0
user_2019,C,1,1
user_1868,C,1,1
user_1472,C,1,1
user_0437,A,1,1
user_2163,C,1,1
user_0716,A,1,1
user_2441,C,1,1
user_1340,C,1,1
user_1100,A,1,1
user_1113,A,1,0
user_0852,A,1,1
user_1425,C,1,1
user_2422,C,1,1
user_0140,A,1,1
user_2005,C,1,1
user_2307,C,1,0
user_0451,A,1,0
user_1077,A,1,0
user_0651,A,1,1
user_0150,A,1,1
user_1499,C,1,1
user_2290,C,1,1
user_2419,C,1,0
user_2392,C,1,0
user_0105,A,1,1
user_1887,C,1,0
user_0315,A,1,0
user_2218,C,1,1
user_0318,A,1,0
user_2522,C,1,1
user_0677,A,1,0
user_0012,A,1,1
user_0523,A,1,0
user_1700,C,1,1
user_0267,A,1,0
user_0542,A,1,0
user_2014,C,1,1
user_0572,A,1,1
user_0878,A,1,0
user_0084,A,1,0
user_2580,C,1,0
user_0245,A,1,1
user_1053,A,1,1
user_2086,C,1,0
user_0383,A,1,1
user_0153,A,1,1
user_2372,C,1,1
user_2045,C,1,0
user_1249,A,1,0
user_2064,C,1,1
user_0403,A,1,1
user_1120,A,1,0
user_0754,A,1,1
user_1828,C,1,1
user_1923,C,1,1
user_2502,C,1,1
user_0515,A,1,0
user_1218,A,1,1
user_1664,C,1,1
user_2012,C,1,0
user_1459,C,1,0
user_1540,C,1,1
user_1261,A,1,1
user_1668,C,1,1
user_0097,A,1,0
user_0590,A,1,1
user_1047,A,1,1
user_1949,C,1,0
user_0797,A,1,1
user_1903,C,1,0
user_2276,C,1,0
user_2253,C,1,1
user_1784,C,1,0
user_1381,C,1,0
user_1414,C,1,1
user_0067,A,1,1
user_1109,A,1,0
user_2325,C,1,0
user_1496,C,1,0
user_2333,C,1,1
user_0300,A,1,0
user_0514,A,1,1
user_0587,A,1,1
user_0330,A,1,0
user_2386,C,1,1
user_2179,C,1,0
user_1900,C,1,1
user_0109,A,1,1
user_2201,C,1,0
user_0781,A,1,0
user_2514,C,1,1
user_0219,A,1,1
user_1999,C,1,1
user_1485,C,1,1
user_0866,A,1,0
user_1979,C,1,1
user_1617,C,1,1
user_0855,A,1,0
user_1169,A,1,1
user_1990,C,1,0
user_0984,A,1,1
user_1328,C,1,1
user_2236,C,1,1
user_0237,A,1,0
user_0661,A,1,1
user_2451,C,1,0
user_1032,A,1,1
user_0365,A,1,1
user_1428,C,1,0
user_2294,C,1,1
user_2188,C,1,0
user_0430,A,1,0
user_1880,C,1,1
user_0446,A,1,0
user_2523,C,1,1
user_0643,A,1,0
user_1305,C,1,1
user_0613,A,1,1
user_1050,A,1,1
user_1234,A,1,0
user_0846,A,1,0
user_2439,C,1,0
user_0274,A,1,0
user_0928,A,1,1
user_1683,C,1,1
user_1726,C,1,0
user_0815,A,1,1
user_1810,C,1,0
user_0509,A,1,1
user_1565,C,1,0
user_1515,C,1,1
user_0788,A,1,1
user_2003,C,1,1
user_1612,C,1,1
user_1242,A,1,1
user_1230,A,1,0
user_0794,A,1,0
user_1530,C,1,0
user_1881,C,1,1
user_1884,C,1,0
user_1185,A,1,1
user_1647,C,1,1
user_1431,C,1,0
user_2062,C,1,0
user_1199,A,1,0
user_1988,C,1,1
